OID,SOURCE_ID,Dist_HLTH,GiZScore,GiPValue,NNeighbors,Gi_Bin
-1,82,4.500000000000000,-0.769669842533000,0.441495769990000,36,0
-1,83,3.500000000000000,-2.191545251880000,0.028412358834100,66,-2
-1,84,4.500000000000000,-0.432939794249000,0.665058510265000,98,0
-1,85,3.500000000000000,-0.031603287573500,0.974788421594000,50,0
-1,86,3.000000000000000,2.825862129770000,0.004715355476280,105,3
-1,87,3.000000000000000,1.841720268610000,0.065516077863200,108,1
-1,88,2.000000000000000,2.503124570260000,0.012310220722800,111,2
-1,89,2.000000000000000,2.682806787360000,0.007300715572510,72,3
-1,90,3.000000000000000,-1.982605735090000,0.047411486270500,60,-2
-1,91,3.000000000000000,0.517858975097000,0.604556669315000,85,0
-1,92,3.000000000000000,0.789622005843000,0.429748559683000,89,0
-1,93,3.000000000000000,-0.244461951409000,0.806873066723000,79,0
-1,94,2.000000000000000,-1.129317928170000,0.258763759199000,30,0
-1,95,3.000000000000000,-1.832625593630000,0.066858269354100,22,-1
-1,96,3.000000000000000,2.177517815080000,0.029441954066400,92,2
-1,97,3.000000000000000,1.610665602610000,0.107252626739000,113,0
-1,98,3.000000000000000,2.459794668850000,0.013901652477600,112,2
-1,99,2.000000000000000,2.930219868250000,0.003387222446090,104,3
-1,100,3.000000000000000,-0.569403824708000,0.569082124573000,76,0
-1,101,1.000000000000000,-1.079543346650000,0.280345597737000,42,0
-1,102,2.000000000000000,-1.138781710750000,0.254794230917000,54,0
-1,103,2.000000000000000,1.279344895800000,0.200775655071000,102,0
-1,104,2.000000000000000,1.280449460690000,0.200387108355000,107,0
-1,105,3.000000000000000,1.858625690930000,0.063080212956000,113,1
-1,106,3.000000000000000,-1.818699809300000,0.068957240844500,40,-1
-1,107,3.000000000000000,4.083784771860000,0.000044308071679,49,3
-1,108,2.000000000000000,0.739757105382000,0.459447396599000,90,0
-1,109,3.000000000000000,-1.474982257440000,0.140217313559000,46,0
-1,110,3.000000000000000,-1.749327633620000,0.080234401939800,52,-1
-1,111,3.000000000000000,1.496907321180000,0.134417374967000,105,0
-1,112,2.000000000000000,1.658956823220000,0.097124493029200,108,1
-1,113,3.000000000000000,2.503124570260000,0.012310220722800,111,2
-1,114,3.000000000000000,4.793777548130000,0.000001636697560,88,3
-1,115,3.000000000000000,-1.136812738280000,0.255616595991000,73,0
-1,116,3.000000000000000,3.159695742980000,0.001579339718010,110,3
-1,117,4.000000000000000,-1.230322873310000,0.218576245514000,32,0
-1,118,4.000000000000000,-1.079543346650000,0.280345597737000,42,0
-1,119,3.000000000000000,1.212218496180000,0.225428775518000,90,0
-1,120,3.000000000000000,-1.399305148910000,0.161721496281000,71,0
-1,121,3.000000000000000,2.788476022130000,0.005295666743470,113,3
-1,122,3.000000000000000,4.606078428040000,0.000004103336831,53,3
-1,123,3.000000000000000,3.282326671430000,0.001029542580600,110,3
-1,124,3.000000000000000,-0.500342137685000,0.616834190298000,77,0
-1,125,3.000000000000000,5.220099932770000,0.000000178826610,43,3
-1,126,2.000000000000000,-0.066223938844900,0.947199538163000,53,0
-1,127,3.000000000000000,-1.748718700090000,0.080339655970600,40,-1
-1,128,3.000000000000000,-1.978929868050000,0.047823902895400,64,-2
-1,129,3.000000000000000,2.043921654360000,0.040961287532500,96,2
-1,130,3.000000000000000,1.689804741980000,0.091065316319000,84,1
-1,131,2.000000000000000,-2.657255254460000,0.007877976934240,29,-3
-1,132,3.000000000000000,4.380438270140000,0.000011844084337,80,3
-1,133,3.000000000000000,3.445790037510000,0.000569392574499,54,3
-1,134,3.000000000000000,-0.946925336836000,0.343676837633000,74,0
-1,135,3.000000000000000,2.398041007890000,0.016483019794100,112,2
-1,136,3.000000000000000,0.272989457509000,0.784861319897000,84,0
-1,137,4.000000000000000,4.913027867710000,0.000000896805241,80,3
-1,138,3.000000000000000,-0.936172386978000,0.349184449044000,17,0
-1,139,4.000000000000000,-0.544083285865000,0.586384163987000,28,0
-1,140,3.000000000000000,-1.354799056260000,0.175481587389000,42,0
-1,141,3.000000000000000,-2.030625167640000,0.042293032679900,33,-2
-1,142,3.000000000000000,-1.496907321180000,0.134417374967000,68,0
-1,143,3.000000000000000,1.845624043970000,0.064946812858200,104,1
-1,144,3.000000000000000,3.262592261400000,0.001103982310220,112,3
-1,145,2.000000000000000,1.153395010120000,0.248748308321000,96,0
-1,146,2.000000000000000,2.069813522770000,0.038469810537600,93,2
-1,147,2.000000000000000,2.543951477820000,0.010960630913000,98,2
-1,148,3.000000000000000,3.711534920980000,0.000206006240048,110,3
-1,149,3.000000000000000,-3.057637477650000,0.002230892833690,21,-3
