OID,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_Trac,Population,MHLTH_Crud,PHLTH_Crud,Geolocatio,lat,long,MHLTH_Medi,PHLTH_Medi,MHLTH,PHLTH,Health,Distance,Dist_HLTH
-1,1,10,1,10,MI,Detroit,2622000,26163511400.000000000000000,2622000-26163511400,2681,19.000000000000000,23.000000000000000,"(42.39007063740, -83.0776629681)",42.390070639999998,-83.077662970000006,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,2,4.500000000000000
-1,1,11,1,11,MI,Detroit,2622000,26163501200.000000000000000,2622000-26163501200,1963,20.000000000000000,19.699999999999999,"(42.41143794460, -82.9513088735)",42.411437939999999,-82.951308870000005,18.449999999999999,19.699999999999999,1.500000000000000,0.000000000000000,1.500000000000000,2,3.500000000000000
-1,1,12,1,12,MI,Detroit,2622000,26163531100.000000000000000,2622000-26163531100,1610,20.699999999999999,24.500000000000000,"(42.37488194950, -83.1152689160)",42.374881950000002,-83.115268920000005,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3,5.500000000000000
-1,1,13,1,13,MI,Detroit,2622000,26163500400.000000000000000,2622000-26163500400,1664,21.199999999999999,20.000000000000000,"(42.42615603760, -82.9793386419)",42.426156040000002,-82.979338639999995,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,1,3.500000000000000
-1,1,14,1,14,MI,Detroit,2622000,26163522500.000000000000000,2622000-26163522500,1707,21.899999999999999,28.800000000000001,"(42.34113630740, -83.0606836925)",42.341136310000003,-83.060683690000005,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3,5.500000000000000
-1,1,15,1,15,MI,Detroit,2622000,26163504200.000000000000000,2622000-26163504200,2426,21.100000000000001,22.500000000000000,"(42.40814986390, -82.9717559409)",42.408149860000002,-82.971755939999994,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,2,4.500000000000000
-1,1,16,1,16,MI,Detroit,2622000,26163543600.000000000000000,2622000-26163543600,1676,23.500000000000000,24.500000000000000,"(42.39680653660, -83.2510231388)",42.396806540000000,-83.251023140000001,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3,5.500000000000000
-1,1,17,1,17,MI,Detroit,2622000,26163518900.000000000000000,2622000-26163518900,1854,20.699999999999999,24.000000000000000,"(42.35259569370, -83.0435074955)",42.352595690000001,-83.043507500000004,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,2,4.500000000000000
-1,1,18,1,18,MI,Detroit,2622000,26163514500.000000000000000,2622000-26163514500,1416,20.899999999999999,23.399999999999999,"(42.37531609500, -82.9999029357)",42.375316099999999,-82.999902939999998,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,2,4.500000000000000
-1,1,19,1,19,MI,Detroit,2622000,26163536700.000000000000000,2622000-26163536700,1391,18.899999999999999,21.600000000000001,"(42.39875814510, -83.1643604403)",42.398758149999999,-83.164360439999996,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3,5.500000000000000
-1,1,20,1,20,MI,Detroit,2622000,26163513600.000000000000000,2622000-26163513600,1469,19.399999999999999,23.500000000000000,"(42.36571364240, -82.9802176293)",42.365713640000003,-82.980217629999999,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,2,4.500000000000000
-1,1,21,1,21,MI,Detroit,2622000,26163534100.000000000000000,2622000-26163534100,2070,19.899999999999999,22.800000000000001,"(42.37506017960, -83.1423229007)",42.375060179999998,-83.142322899999996,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,2,4.500000000000000
-1,1,22,1,22,MI,Detroit,2622000,26163510600.000000000000000,2622000-26163510600,4206,19.300000000000001,19.300000000000001,"(42.40740655350, -83.0465473006)",42.407406549999997,-83.046547300000000,18.449999999999999,19.699999999999999,1.500000000000000,0.000000000000000,1.500000000000000,3,4.500000000000000
-1,1,23,1,23,MI,Detroit,2622000,26163533400.000000000000000,2622000-26163533400,3069,21.199999999999999,24.399999999999999,"(42.36337118460, -83.1191096870)",42.363371180000001,-83.119109690000002,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3,5.500000000000000
-1,1,24,1,24,MI,Detroit,2622000,26163514300.000000000000000,2622000-26163514300,3075,19.199999999999999,24.199999999999999,"(42.38886183420, -82.9934064960)",42.388861830000003,-82.993406500000006,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,2,4.500000000000000
-1,1,25,1,25,MI,Detroit,2622000,26163526400.000000000000000,2622000-26163526400,1600,22.800000000000001,23.600000000000001,"(42.34053581960, -83.1309830670)",42.340535819999999,-83.130983069999999,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3,5.500000000000000
-1,1,26,1,26,MI,Detroit,2622000,26163504700.000000000000000,2622000-26163504700,2097,18.899999999999999,21.899999999999999,"(42.39415013600, -83.0172716706)",42.394150140000001,-83.017271670000000,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,2,4.500000000000000
-1,1,27,1,27,MI,Detroit,2622000,26163525400.000000000000000,2622000-26163525400,2374,19.300000000000001,21.000000000000000,"(42.33918379990, -83.1140243161)",42.339183800000001,-83.114024319999999,18.449999999999999,19.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3,5.500000000000000
