OID,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,StateAbbr,PlaceName,PlaceFIPS,TractFIPS,plctract10,Population,MHLTH_Crud,PHLTH_Crud,Geolocatio,lat,long,MHLTH_Medi,PHLTH_Medi,MHLTH,PHLTH,Health,Distance,Dist_HLTH
-1,1,10,1,10,CO,Denver,820000,8031007037.000000000000000,0820000-08031007037,3763,15.300000000000001,14.400000000000000,"(39.70370207660, -104.870963159)",39.703702079999999,-104.870963200000006,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3.000000000000000,5.500000000000000
-1,1,11,1,11,CO,Denver,820000,8031000502.000000000000000,0820000-08031000502,5424,11.000000000000000,10.800000000000001,"(39.75252658290, -105.032185512)",39.752526580000001,-105.032185499999997,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,2.000000000000000,4.500000000000000
-1,1,12,1,12,CO,Denver,820000,8031006901.000000000000000,0820000-08031006901,5808,11.900000000000000,12.100000000000000,"(39.67377568840, -104.914704488)",39.673775689999999,-104.914704499999999,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3.000000000000000,5.500000000000000
-1,1,13,1,13,CO,Denver,820000,8031002701.000000000000000,0820000-08031002701,4600,11.000000000000000,7.200000000000000,"(39.73603518400, -104.983645416)",39.736035180000002,-104.983645400000000,10.900000000000000,9.699999999999999,1.500000000000000,0.000000000000000,1.500000000000000,2.000000000000000,3.500000000000000
-1,1,14,1,14,CO,Denver,820000,8031004601.000000000000000,0820000-08031004601,5415,13.400000000000000,14.100000000000000,"(39.68948083580, -105.046103432)",39.689480840000002,-105.046103400000007,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,1.000000000000000,3.500000000000000
-1,1,15,1,15,CO,Denver,820000,8031005104.000000000000000,0820000-08031005104,3111,12.100000000000000,12.100000000000000,"(39.68478005430, -104.935678650)",39.684780050000001,-104.935678699999997,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,1.000000000000000,3.500000000000000
-1,1,16,1,16,CO,Denver,820000,8031004603.000000000000000,0820000-08031004603,5327,13.500000000000000,13.300000000000001,"(39.67492849940, -105.031804942)",39.674928500000000,-105.031804899999997,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,2.000000000000000,4.500000000000000
-1,1,17,1,17,CO,Denver,820000,8031004602.000000000000000,0820000-08031004602,7037,14.300000000000001,14.300000000000001,"(39.68954512220, -105.032050235)",39.689545119999998,-105.032050200000000,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,2.000000000000000,4.500000000000000
-1,1,18,1,18,CO,Denver,820000,8031000800.000000000000000,0820000-08031000800,1448,23.899999999999999,21.600000000000001,"(39.73580855680, -105.021085011)",39.735808560000002,-105.021084999999999,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3.000000000000000,5.500000000000000
-1,1,19,1,19,CO,Denver,820000,8031001600.000000000000000,0820000-08031001600,7685,11.500000000000000,8.100000000000000,"(39.76199066240, -104.985290141)",39.761990660000002,-104.985290100000000,10.900000000000000,9.699999999999999,1.500000000000000,0.000000000000000,1.500000000000000,2.000000000000000,3.500000000000000
-1,1,20,1,20,CO,Denver,820000,8031015500.000000000000000,0820000-08031015500,3313,12.199999999999999,9.199999999999999,"(39.69336406030, -104.935669878)",39.693364060000000,-104.935669899999994,10.900000000000000,9.699999999999999,1.500000000000000,0.000000000000000,1.500000000000000,1.000000000000000,2.500000000000000
-1,1,21,1,21,CO,Denver,820000,8031000701.000000000000000,0820000-08031000701,4166,13.500000000000000,14.500000000000000,"(39.73943099180, -105.046151580)",39.739430990000002,-105.046151600000002,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,2.000000000000000,4.500000000000000
-1,1,22,1,22,CO,Denver,820000,8031000702.000000000000000,0820000-08031000702,5574,15.600000000000000,14.600000000000000,"(39.74055432380, -105.032178955)",39.740554320000001,-105.032178999999999,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3.000000000000000,5.500000000000000
-1,1,23,1,23,CO,Denver,820000,8031001302.000000000000000,0820000-08031001302,3926,13.600000000000000,13.400000000000000,"(39.70308508990, -105.003435406)",39.703085090000002,-105.003435400000001,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3.000000000000000,5.500000000000000
-1,1,24,1,24,CO,Denver,820000,8031001301.000000000000000,0820000-08031001301,4972,13.199999999999999,13.199999999999999,"(39.70411318690, -105.018200471)",39.704113190000001,-105.018200500000006,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3.000000000000000,5.500000000000000
-1,1,25,1,25,CO,Denver,820000,8031005502.000000000000000,0820000-08031005502,1856,11.699999999999999,10.000000000000000,"(39.64591624740, -105.042814105)",39.645916249999999,-105.042814100000001,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,2.000000000000000,4.500000000000000
-1,1,26,1,26,CO,Denver,820000,8031003003.000000000000000,0820000-08031003003,3138,11.199999999999999,5.500000000000000,"(39.68273254740, -104.967221789)",39.682732549999997,-104.967221800000004,10.900000000000000,9.699999999999999,1.500000000000000,0.000000000000000,1.500000000000000,2.000000000000000,3.500000000000000
-1,1,27,1,27,CO,Denver,820000,8031004102.000000000000000,0820000-08031004102,4173,14.600000000000000,15.500000000000000,"(39.77303074520, -104.912732349)",39.773030749999997,-104.912732300000002,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3.000000000000000,5.500000000000000
-1,1,28,1,28,CO,Denver,820000,8031003004.000000000000000,0820000-08031003004,6237,11.199999999999999,7.100000000000000,"(39.67032780560, -104.966009857)",39.670327810000003,-104.966009900000003,10.900000000000000,9.699999999999999,1.500000000000000,0.000000000000000,1.500000000000000,3.000000000000000,4.500000000000000
-1,1,29,1,29,CO,Denver,820000,8031004101.000000000000000,0820000-08031004101,3648,14.300000000000001,14.300000000000001,"(39.77571190110, -104.931844899)",39.775711899999997,-104.931844900000002,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,1.000000000000000,3.500000000000000
-1,1,30,1,30,CO,Denver,820000,8031002300.000000000000000,0820000-08031002300,4831,11.699999999999999,9.800000000000001,"(39.75635829320, -104.966564175)",39.756358290000001,-104.966564199999993,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3.000000000000000,5.500000000000000
-1,1,31,1,31,CO,Denver,820000,8031008312.000000000000000,0820000-08031008312,6825,15.300000000000001,14.699999999999999,"(39.77701555270, -104.830432107)",39.777015550000002,-104.830432099999996,10.900000000000000,9.699999999999999,1.500000000000000,1.000000000000000,2.500000000000000,3.000000000000000,5.500000000000000
