StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_TractID,Population2010,ACCESS2_CrudePrev,ACCESS2_Crude95CI,ARTHRITIS_CrudePrev,ARTHRITIS_Crude95CI,BINGE_CrudePrev,BINGE_Crude95CI,BPHIGH_CrudePrev,BPHIGH_Crude95CI,BPMED_CrudePrev,BPMED_Crude95CI,CANCER_CrudePrev,CANCER_Crude95CI,CASTHMA_CrudePrev,CASTHMA_Crude95CI,CHD_CrudePrev,CHD_Crude95CI,CHECKUP_CrudePrev,CHECKUP_Crude95CI,CHOLSCREEN_CrudePrev,CHOLSCREEN_Crude95CI,COLON_SCREEN_CrudePrev,COLON_SCREEN_Crude95CI,COPD_CrudePrev,COPD_Crude95CI,COREM_CrudePrev,COREM_Crude95CI,COREW_CrudePrev,COREW_Crude95CI,CSMOKING_CrudePrev,CSMOKING_Crude95CI,DENTAL_CrudePrev,DENTAL_Crude95CI,DIABETES_CrudePrev,DIABETES_Crude95CI,HIGHCHOL_CrudePrev,HIGHCHOL_Crude95CI,KIDNEY_CrudePrev,KIDNEY_Crude95CI,LPA_CrudePrev,LPA_Crude95CI,MAMMOUSE_CrudePrev,MAMMOUSE_Crude95CI,MHLTH_CrudePrev,MHLTH_Crude95CI,OBESITY_CrudePrev,OBESITY_Crude95CI,PAPTEST_CrudePrev,PAPTEST_Crude95CI,PHLTH_CrudePrev,PHLTH_Crude95CI,SLEEP_CrudePrev,SLEEP_Crude95CI,STROKE_CrudePrev,STROKE_Crude95CI,TEETHLOST_CrudePrev,TEETHLOST_Crude95CI,Geolocation
WA,Seattle,5363000,53033000402,5363000-53033000402,"4,841",7.7,"( 6.5,  9.2)",26.6,"(25.1, 28.6)",15.5,"(15.2, 15.8)",30.1,"(28.6, 31.9)",73.2,"(72.0, 74.5)",9.2,"( 8.6,  9.9)",8.5,"( 8.1,  9.3)",6.9,"( 5.9,  8.3)",66.2,"(65.4, 66.8)",79.1,"(77.4, 80.5)",69.5,"(66.8, 71.8)",5.1,"( 4.1,  6.8)",43.6,"(36.3, 49.3)",33.8,"(26.9, 39.1)",9.4,"( 7.9, 11.3)",75.1,"(70.8, 78.3)",8.5,"( 7.7,  9.7)",35.8,"(34.7, 37.1)",3.2,"( 2.9,  3.7)",14.7,"(12.5, 18.1)",78.5,"(75.8, 80.7)",8.9,"( 8.0, 10.1)",21.7,"(20.6, 22.8)",,,10,"( 8.6, 12.2)",27,"(25.8, 28.4)",3.3,"( 2.7,  4.3)",7.8,"( 4.1, 17.0)","(47.71685875600, -122.352366711)"
WA,Seattle,5363000,53033008300,5363000-53033008300,"2,505",7.9,"( 6.7,  9.3)",20.2,"(19.5, 21.0)",18.8,"(18.4, 19.2)",25.5,"(24.7, 26.2)",68.3,"(67.4, 69.3)",6.4,"( 6.2,  6.7)",8.3,"( 8.0,  8.7)",5,"( 4.6,  5.5)",61.2,"(60.6, 61.8)",73.4,"(71.8, 74.7)",71.3,"(69.1, 72.9)",4.1,"( 3.6,  4.7)",41.4,"(37.7, 44.5)",36.2,"(32.8, 39.1)",10.2,"( 8.6, 12.0)",73.5,"(70.9, 75.9)",7.5,"( 7.1,  8.0)",32.7,"(32.0, 33.5)",2.6,"( 2.4,  2.7)",12.7,"(11.5, 14.1)",77.3,"(75.3, 79.0)",9.2,"( 8.4, 10.2)",22.3,"(21.2, 23.2)",,,8.4,"( 7.7,  9.3)",28.3,"(27.2, 29.4)",2.4,"( 2.2,  2.7)",6.9,"( 4.7,  9.9)","(47.61181784900, -122.328004252)"
WA,Seattle,5363000,53033008600,5363000-53033008600,"5,055",10,"( 8.1, 12.9)",10.2,"( 9.7, 10.8)",20.6,"(19.7, 21.4)",15.4,"(14.8, 16.1)",51.4,"(49.6, 53.1)",2.4,"( 2.3,  2.5)",9.9,"( 9.1, 11.2)",2.3,"( 2.1,  2.5)",55.1,"(53.6, 56.4)",53.1,"(49.0, 56.1)",63.1,"(60.6, 65.3)",3,"( 2.6,  3.6)",33.7,"(30.4, 37.0)",31.9,"(28.6, 34.9)",11.7,"( 9.3, 14.9)",67.8,"(62.0, 72.0)",4.6,"( 4.4,  4.8)",22.7,"(21.7, 24.2)",1.6,"( 1.5,  1.7)",12.5,"(10.7, 15.0)",78.8,"(76.8, 80.7)",12.7,"(10.7, 15.3)",20.6,"(19.2, 21.8)",,,7.1,"( 6.3,  8.3)",30.5,"(28.5, 32.4)",1.3,"( 1.2,  1.4)",8.9,"( 6.7, 11.6)","(47.60710165620, -122.316689264)"
WA,Seattle,5363000,53033003600,5363000-53033003600,"5,672",6,"( 5.0,  7.6)",15.5,"(14.9, 16.1)",21.1,"(20.5, 21.7)",18.7,"(18.0, 19.4)",61.1,"(59.8, 62.4)",5.1,"( 4.9,  5.3)",8.4,"( 8.1,  8.9)",3.2,"( 3.0,  3.5)",58.1,"(57.3, 58.9)",71.7,"(69.6, 73.1)",72.2,"(70.2, 73.8)",2.9,"( 2.6,  3.4)",45.5,"(42.1, 48.6)",36.8,"(32.8, 39.7)",8.6,"( 7.0, 10.9)",77.7,"(74.6, 79.8)",4.8,"( 4.5,  5.1)",26.9,"(26.3, 27.7)",1.9,"( 1.8,  2.1)",9.6,"( 8.6, 11.0)",80.2,"(78.3, 81.7)",8.9,"( 8.1, 10.1)",20.3,"(19.3, 21.4)",,,6.6,"( 6.0,  7.3)",26.9,"(25.8, 28.2)",1.6,"( 1.4,  1.8)",5.1,"( 3.6,  8.4)","(47.67719129800, -122.324205280)"
WA,Seattle,5363000,53033007401,5363000-53033007401,"4,115",6.6,"( 5.2,  8.5)",11.3,"(10.6, 12.0)",25.3,"(24.5, 26.0)",15,"(14.3, 15.8)",50.4,"(48.8, 51.9)",3.5,"( 3.4,  3.7)",8.2,"( 7.7,  8.8)",2.2,"( 2.0,  2.4)",54.6,"(53.6, 55.5)",68.7,"(65.7, 70.8)",71.5,"(67.9, 73.7)",2.4,"( 2.0,  2.9)",45.1,"(40.0, 49.3)",41.6,"(37.3, 45.0)",9.4,"( 7.2, 12.5)",77.8,"(73.7, 80.7)",3.6,"( 3.4,  3.9)",23.1,"(22.3, 23.9)",1.5,"( 1.4,  1.6)",8.5,"( 7.2, 10.0)",79.8,"(76.9, 81.6)",9.1,"( 7.9, 10.6)",20.3,"(19.0, 21.6)",,,5.8,"( 5.1,  6.7)",27.8,"(26.2, 29.5)",1.1,"( 1.0,  1.2)",4.6,"( 2.8,  8.2)","(47.62292436670, -122.324658436)"
WA,Seattle,5363000,53033005301,5363000-53033005301,"7,085",13.4,"(10.4, 17.9)",8.1,"( 7.5,  8.8)",18.2,"(17.0, 19.5)",12.7,"(11.8, 13.5)",37.3,"(35.3, 39.5)",1.5,"( 1.5,  1.6)",10.8,"( 9.8, 12.4)",2,"( 1.8,  2.2)",51.3,"(49.2, 53.2)",38.1,"(33.7, 41.9)",53.2,"(50.2, 55.7)",3.6,"( 2.9,  4.7)",31.6,"(27.0, 35.9)",25.1,"(22.3, 28.2)",14.7,"(11.0, 19.5)",55.4,"(47.5, 61.9)",3.5,"( 3.3,  3.7)",19.6,"(18.3, 21.2)",1.6,"( 1.4,  1.7)",16.3,"(13.3, 20.1)",77.2,"(75.0, 79.2)",16.8,"(13.8, 20.3)",20.1,"(18.1, 21.7)",,,8.4,"( 7.0, 10.2)",32.1,"(29.2, 34.4)",1.2,"( 1.1,  1.3)",17.5,"(12.9, 23.6)","(47.66150509520, -122.313121537)"
WA,Seattle,5363000,53033004400,5363000-53033004400,"6,260",8.5,"( 7.0, 10.7)",12.3,"(11.8, 12.8)",20.6,"(19.8, 21.4)",15.6,"(15.0, 16.2)",53,"(51.5, 54.4)",3.1,"( 3.0,  3.2)",9.5,"( 9.0, 10.2)",2.8,"( 2.6,  2.9)",54.7,"(53.5, 55.7)",57.1,"(54.2, 59.3)",64,"(61.8, 66.0)",3.4,"( 3.0,  3.9)",39.5,"(35.6, 43.0)",32.7,"(29.8, 35.6)",11,"( 8.8, 13.9)",69.1,"(64.3, 72.6)",4.5,"( 4.2,  4.7)",24.4,"(23.6, 25.4)",1.8,"( 1.7,  1.9)",11.8,"(10.3, 13.9)",79.8,"(78.1, 81.6)",12.1,"(10.6, 14.1)",21,"(19.7, 22.5)",,,7.5,"( 6.7,  8.5)",28.8,"(27.1, 30.8)",1.5,"( 1.3,  1.6)",8.7,"( 6.2, 11.9)","(47.67034111060, -122.311932388)"
WA,Seattle,5363000,53033005302,5363000-53033005302,"5,706",13.4,"(11.4, 16.6)",4.6,"( 4.2,  5.0)",18.6,"(17.2, 20.0)",7.3,"( 6.8,  7.8)",14,"(12.9, 15.1)",0.7,"( 0.7,  0.8)",11.3,"(10.4, 12.2)",0.9,"( 0.8,  1.0)",50.8,"(48.9, 52.8)",34.6,"(31.6, 37.4)",60.7,"(57.9, 63.2)",2.8,"( 2.3,  3.2)",29.9,"(25.6, 34.7)",27.3,"(21.2, 33.3)",13.6,"(11.1, 15.8)",56.3,"(52.7, 60.9)",1.7,"( 1.5,  1.8)",10.8,"(10.1, 11.4)",1.1,"( 1.0,  1.2)",15.1,"(13.2, 17.5)",80.7,"(78.6, 82.8)",17.9,"(15.7, 19.5)",17.2,"(15.6, 18.5)",,,6.9,"( 6.0,  7.7)",32.2,"(30.0, 34.1)",0.5,"( 0.4,  0.6)",15.7,"(12.1, 20.0)","(47.65391343470, -122.301865562)"
WA,Seattle,5363000,53033007100,5363000-53033007100,"3,055",6.5,"( 5.5,  7.9)",13.3,"(12.8, 13.8)",23.2,"(22.8, 23.7)",17.7,"(17.2, 18.3)",56.1,"(54.9, 57.2)",4.1,"( 4.0,  4.2)",8.2,"( 7.9,  8.6)",2.6,"( 2.4,  2.8)",56.7,"(56.0, 57.3)",71.2,"(69.2, 72.7)",71.3,"(69.2, 72.9)",2.6,"( 2.4,  3.0)",45.6,"(41.9, 48.7)",41.6,"(38.1, 44.5)",9.5,"( 7.8, 11.3)",77.7,"(75.2, 79.8)",4.4,"( 4.2,  4.7)",25.7,"(25.1, 26.3)",1.6,"( 1.6,  1.7)",9.2,"( 8.2, 10.2)",80.3,"(78.3, 81.7)",8.9,"( 8.1,  9.8)",21.2,"(20.3, 22.1)",,,6.2,"( 5.7,  6.8)",28.2,"(27.1, 29.3)",1.3,"( 1.2,  1.4)",4.8,"( 3.2,  7.0)","(47.62244424980, -122.357402012)"
