OID,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_Trac,Population,MHLTH_Crud,PHLTH_Crud,Geolocatio,lat,long,MHLTH_Medi,PHLTH_Medi,MHLTH,PHLTH,Health,comboMetri,StateAbb_1,PlaceNam_1,PlaceFIP_1,TractFIP_1,Place_Tr_1,Populati_1,MHLTH_Cr_1,PHLTH_Cr_1,Geolocat_1,lat_1,long_1,MHLTH_Me_1,PHLTH_Me_1,Distance,Dist_HLTH
-1,1,10,1,10,OR,Portland,4159000,41051009701.000000000000000,4159000-41051009701,5611,15.500000000000000,14.300000000000001,"(45.51177170260, -122.503672636)",45.511771699999997,-122.503672600000002,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051009701.000000000000000,4159000-41051009701,5611,15.500000000000000,14.300000000000001,"(45.51177170260, -122.503672636)",45.511771699999997,-122.503672600000002,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,11,1,11,OR,Portland,4159000,41051000301.000000000000000,4159000-41051000301,5041,12.699999999999999,9.500000000000000,"(45.48411524240, -122.631870916)",45.484115240000001,-122.631870899999996,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051000301.000000000000000,4159000-41051000301,5041,12.699999999999999,9.500000000000000,"(45.48411524240, -122.631870916)",45.484115240000001,-122.631870899999996,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,12,1,12,OR,Portland,4159000,41051008400.000000000000000,4159000-41051008400,4555,16.500000000000000,14.900000000000000,"(45.49692543030, -122.542828483)",45.496925429999997,-122.542828499999999,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051008400.000000000000000,4159000-41051008400,4555,16.500000000000000,14.900000000000000,"(45.49692543030, -122.542828483)",45.496925429999997,-122.542828499999999,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,13,1,13,OR,Portland,4159000,41051000902.000000000000000,4159000-41051000902,4482,14.600000000000000,11.199999999999999,"(45.49378219710, -122.631245500)",45.493782199999998,-122.631245500000006,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051000902.000000000000000,4159000-41051000902,4482,14.600000000000000,11.199999999999999,"(45.49378219710, -122.631245500)",45.493782199999998,-122.631245500000006,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,14,1,14,OR,Portland,4159000,41051007800.000000000000000,4159000-41051007800,1009,13.000000000000000,10.900000000000000,"(45.54944964380, -122.563068800)",45.549449639999999,-122.563068799999996,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051007800.000000000000000,4159000-41051007800,1009,13.000000000000000,10.900000000000000,"(45.54944964380, -122.563068800)",45.549449639999999,-122.563068799999996,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,15,1,15,OR,Portland,4159000,41051003401.000000000000000,4159000-41051003401,3335,12.699999999999999,9.400000000000000,"(45.55863600840, -122.668263276)",45.558636010000001,-122.668263300000007,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051003401.000000000000000,4159000-41051003401,3335,12.699999999999999,9.400000000000000,"(45.55863600840, -122.668263276)",45.558636010000001,-122.668263300000007,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,16,1,16,OR,Portland,4159000,41051008002.000000000000000,4159000-41051008002,3050,13.100000000000000,12.400000000000000,"(45.54030065080, -122.543112839)",45.540300649999999,-122.543112800000003,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051008002.000000000000000,4159000-41051008002,3050,13.100000000000000,12.400000000000000,"(45.54030065080, -122.543112839)",45.540300649999999,-122.543112800000003,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,17,1,17,OR,Portland,4159000,41051007600.000000000000000,4159000-41051007600,3562,16.300000000000001,14.900000000000000,"(45.56014473760, -122.587612070)",45.560144739999998,-122.587612100000001,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051007600.000000000000000,4159000-41051007600,3562,16.300000000000001,14.900000000000000,"(45.56014473760, -122.587612070)",45.560144739999998,-122.587612100000001,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,18,1,18,OR,Portland,4159000,41051008001.000000000000000,4159000-41051008001,3245,12.500000000000000,12.300000000000001,"(45.54039865500, -122.554299299)",45.540398660000001,-122.554299299999997,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051008001.000000000000000,4159000-41051008001,3245,12.500000000000000,12.300000000000001,"(45.54039865500, -122.554299299)",45.540398660000001,-122.554299299999997,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,19,1,19,OR,Portland,4159000,41051009302.000000000000000,4159000-41051009302,4425,13.300000000000001,12.800000000000001,"(45.52811676020, -122.523573199)",45.528116760000003,-122.523573200000001,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051009302.000000000000000,4159000-41051009302,4425,13.300000000000001,12.800000000000001,"(45.52811676020, -122.523573199)",45.528116760000003,-122.523573200000001,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,20,1,20,OR,Portland,4159000,41051009301.000000000000000,4159000-41051009301,4975,15.100000000000000,13.699999999999999,"(45.52623607800, -122.503672436)",45.526236079999997,-122.503672399999999,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051009301.000000000000000,4159000-41051009301,4975,15.100000000000000,13.699999999999999,"(45.52623607800, -122.503672436)",45.526236079999997,-122.503672399999999,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,21,1,21,OR,Portland,4159000,41051008301.000000000000000,4159000-41051008301,4334,16.000000000000000,15.500000000000000,"(45.49730987860, -122.572257202)",45.497309880000003,-122.572257199999996,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051008301.000000000000000,4159000-41051008301,4334,16.000000000000000,15.500000000000000,"(45.49730987860, -122.572257202)",45.497309880000003,-122.572257199999996,11.600000000000000,9.100000000000000,1,3.500000000000000
-1,1,22,1,22,OR,Portland,4159000,41051003901.000000000000000,4159000-41051003901,7151,14.300000000000001,11.800000000000001,"(45.58405295090, -122.704193511)",45.584052950000000,-122.704193500000002,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051003901.000000000000000,4159000-41051003901,7151,14.300000000000001,11.800000000000001,"(45.58405295090, -122.704193511)",45.584052950000000,-122.704193500000002,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,23,1,23,OR,Portland,4159000,41067030502.000000000000000,4159000-41067030502,590,12.000000000000000,8.300000000000001,"(45.46437780280, -122.748275740)",45.464377800000001,-122.748275699999994,11.600000000000000,9.100000000000000,1.500000000000000,0.000000000000000,1.500000000000000,0.000000000000000,OR,Portland,4159000,41067030502.000000000000000,4159000-41067030502,590,12.000000000000000,8.300000000000001,"(45.46437780280, -122.748275740)",45.464377800000001,-122.748275699999994,11.600000000000000,9.100000000000000,1,2.500000000000000
-1,1,24,1,24,OR,Portland,4159000,41051004002.000000000000000,4159000-41051004002,5802,14.600000000000000,8.699999999999999,"(45.57659294890, -122.730759165)",45.576592949999998,-122.730759199999994,11.600000000000000,9.100000000000000,1.500000000000000,0.000000000000000,1.500000000000000,0.000000000000000,OR,Portland,4159000,41051004002.000000000000000,4159000-41051004002,5802,14.600000000000000,8.699999999999999,"(45.57659294890, -122.730759165)",45.576592949999998,-122.730759199999994,11.600000000000000,9.100000000000000,2,3.500000000000000
-1,1,25,1,25,OR,Portland,4159000,41051004001.000000000000000,4159000-41051004001,7490,17.199999999999999,14.500000000000000,"(45.58791844200, -122.722429948)",45.587918440000003,-122.722429899999995,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051004001.000000000000000,4159000-41051004001,7490,17.199999999999999,14.500000000000000,"(45.58791844200, -122.722429948)",45.587918440000003,-122.722429899999995,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,26,1,26,OR,Portland,4159000,41005020900.000000000000000,4159000-41005020900,134,12.300000000000001,11.100000000000000,"(45.46023478310, -122.623499673)",45.460234780000000,-122.623499699999996,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41005020900.000000000000000,4159000-41005020900,134,12.300000000000001,11.100000000000000,"(45.46023478310, -122.623499673)",45.460234780000000,-122.623499699999996,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,27,1,27,OR,Portland,4159000,41051010600.000000000000000,4159000-41051010600,3442,15.699999999999999,16.399999999999999,"(45.51870602970, -122.676126842)",45.518706029999997,-122.676126800000006,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051010600.000000000000000,4159000-41051010600,3442,15.699999999999999,16.399999999999999,"(45.51870602970, -122.676126842)",45.518706029999997,-122.676126800000006,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,28,1,28,OR,Portland,4159000,41051002903.000000000000000,4159000-41051002903,5314,12.199999999999999,10.900000000000000,"(45.54304516710, -122.570732173)",45.543045169999999,-122.570732199999995,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051002903.000000000000000,4159000-41051002903,5314,12.199999999999999,10.900000000000000,"(45.54304516710, -122.570732173)",45.543045169999999,-122.570732199999995,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,29,1,29,OR,Portland,4159000,41051002902.000000000000000,4159000-41051002902,5325,11.800000000000001,9.800000000000001,"(45.54133155930, -122.588667105)",45.541331560000003,-122.588667099999995,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051002902.000000000000000,4159000-41051002902,5325,11.800000000000001,9.800000000000001,"(45.54133155930, -122.588667105)",45.541331560000003,-122.588667099999995,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,30,1,30,OR,Portland,4159000,41051001801.000000000000000,4159000-41051001801,4053,11.699999999999999,9.300000000000001,"(45.52628627180, -122.604849893)",45.526286270000000,-122.604849900000005,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051001801.000000000000000,4159000-41051001801,4053,11.699999999999999,9.300000000000001,"(45.52628627180, -122.604849893)",45.526286270000000,-122.604849900000005,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,31,1,31,OR,Portland,4159000,41051009101.000000000000000,4159000-41051009101,5550,17.899999999999999,16.600000000000001,"(45.50071695550, -122.508702790)",45.500716959999998,-122.508702799999995,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051009101.000000000000000,4159000-41051009101,5550,17.899999999999999,16.600000000000001,"(45.50071695550, -122.508702790)",45.500716959999998,-122.508702799999995,11.600000000000000,9.100000000000000,1,3.500000000000000
-1,1,32,1,32,OR,Portland,4159000,41051009102.000000000000000,4159000-41051009102,6416,14.699999999999999,13.100000000000000,"(45.48852449290, -122.507236523)",45.488524490000003,-122.507236500000005,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051009102.000000000000000,4159000-41051009102,6416,14.699999999999999,13.100000000000000,"(45.48852449290, -122.507236523)",45.488524490000003,-122.507236500000005,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,33,1,33,OR,Portland,4159000,41051003701.000000000000000,4159000-41051003701,4356,12.000000000000000,10.500000000000000,"(45.57632820380, -122.668237137)",45.576328199999999,-122.668237099999999,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051003701.000000000000000,4159000-41051003701,4356,12.000000000000000,10.500000000000000,"(45.57632820380, -122.668237137)",45.576328199999999,-122.668237099999999,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,34,1,34,OR,Portland,4159000,41051005600.000000000000000,4159000-41051005600,5097,13.900000000000000,8.400000000000000,"(45.51214018580, -122.683983345)",45.512140189999997,-122.683983299999994,11.600000000000000,9.100000000000000,1.500000000000000,0.000000000000000,1.500000000000000,0.000000000000000,OR,Portland,4159000,41051005600.000000000000000,4159000-41051005600,5097,13.900000000000000,8.400000000000000,"(45.51214018580, -122.683983345)",45.512140189999997,-122.683983299999994,11.600000000000000,9.100000000000000,3,4.500000000000000
-1,1,35,1,35,OR,Portland,4159000,41051002203.000000000000000,4159000-41051002203,3207,12.500000000000000,9.100000000000000,"(45.54403147130, -122.667096206)",45.544031470000000,-122.667096200000003,11.600000000000000,9.100000000000000,1.500000000000000,0.000000000000000,1.500000000000000,0.000000000000000,OR,Portland,4159000,41051002203.000000000000000,4159000-41051002203,3207,12.500000000000000,9.100000000000000,"(45.54403147130, -122.667096206)",45.544031470000000,-122.667096200000003,11.600000000000000,9.100000000000000,3,4.500000000000000
-1,1,36,1,36,OR,Portland,4159000,41051008901.000000000000000,4159000-41051008901,9112,12.800000000000001,11.400000000000000,"(45.47093158300, -122.522176502)",45.470931579999998,-122.522176500000000,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051008901.000000000000000,4159000-41051008901,9112,12.800000000000001,11.400000000000000,"(45.47093158300, -122.522176502)",45.470931579999998,-122.522176500000000,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,37,1,37,OR,Portland,4159000,41051000602.000000000000000,4159000-41051000602,5119,14.900000000000000,12.699999999999999,"(45.47476701570, -122.571963248)",45.474767020000002,-122.571963199999999,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051000602.000000000000000,4159000-41051000602,5119,14.900000000000000,12.699999999999999,"(45.47476701570, -122.571963248)",45.474767020000002,-122.571963199999999,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,38,1,38,OR,Portland,4159000,41051000601.000000000000000,4159000-41051000601,5368,15.699999999999999,13.600000000000000,"(45.48478113490, -122.566616688)",45.484781130000002,-122.566616699999997,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051000601.000000000000000,4159000-41051000601,5368,15.699999999999999,13.600000000000000,"(45.48478113490, -122.566616688)",45.484781130000002,-122.566616699999997,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,39,1,39,OR,Portland,4159000,41051001201.000000000000000,4159000-41051001201,4865,12.100000000000000,7.500000000000000,"(45.51571048260, -122.642165657)",45.515710480000003,-122.642165700000007,11.600000000000000,9.100000000000000,1.500000000000000,0.000000000000000,1.500000000000000,0.000000000000000,OR,Portland,4159000,41051001201.000000000000000,4159000-41051001201,4865,12.100000000000000,7.500000000000000,"(45.51571048260, -122.642165657)",45.515710480000003,-122.642165700000007,11.600000000000000,9.100000000000000,3,4.500000000000000
-1,1,40,1,40,OR,Portland,4159000,41051003301.000000000000000,4159000-41051003301,2988,12.500000000000000,8.900000000000000,"(45.55910451240, -122.655603280)",45.559104509999997,-122.655603299999996,11.600000000000000,9.100000000000000,1.500000000000000,0.000000000000000,1.500000000000000,0.000000000000000,OR,Portland,4159000,41051003301.000000000000000,4159000-41051003301,2988,12.500000000000000,8.900000000000000,"(45.55910451240, -122.655603280)",45.559104509999997,-122.655603299999996,11.600000000000000,9.100000000000000,3,4.500000000000000
-1,1,41,1,41,OR,Portland,4159000,41051007500.000000000000000,4159000-41051007500,5080,13.800000000000001,12.199999999999999,"(45.55688070040, -122.608997460)",45.556880700000001,-122.608997500000001,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051007500.000000000000000,4159000-41051007500,5080,13.800000000000001,12.199999999999999,"(45.55688070040, -122.608997460)",45.556880700000001,-122.608997500000001,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,42,1,42,OR,Portland,4159000,41051008100.000000000000000,4159000-41051008100,7108,14.199999999999999,13.699999999999999,"(45.52804902910, -122.552495290)",45.528049029999998,-122.552495300000004,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051008100.000000000000000,4159000-41051008100,7108,14.199999999999999,13.699999999999999,"(45.52804902910, -122.552495290)",45.528049029999998,-122.552495300000004,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,43,1,43,OR,Portland,4159000,41051009202.000000000000000,4159000-41051009202,4657,14.800000000000001,13.000000000000000,"(45.51329068430, -122.515868787)",45.513290679999997,-122.515868800000007,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051009202.000000000000000,4159000-41051009202,4657,14.800000000000001,13.000000000000000,"(45.51329068430, -122.515868787)",45.513290679999997,-122.515868800000007,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,44,1,44,OR,Portland,4159000,41051009201.000000000000000,4159000-41051009201,8103,15.800000000000001,14.500000000000000,"(45.51327329260, -122.529355678)",45.513273290000001,-122.529355699999996,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051009201.000000000000000,4159000-41051009201,8103,15.800000000000001,14.500000000000000,"(45.51327329260, -122.529355678)",45.513273290000001,-122.529355699999996,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,45,1,45,OR,Portland,4159000,41051009501.000000000000000,4159000-41051009501,4736,12.699999999999999,12.900000000000000,"(45.54759425830, -122.509054330)",45.547594259999997,-122.509054300000003,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051009501.000000000000000,4159000-41051009501,4736,12.699999999999999,12.900000000000000,"(45.54759425830, -122.509054330)",45.547594259999997,-122.509054300000003,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,46,1,46,OR,Portland,4159000,41051009502.000000000000000,4159000-41051009502,4359,13.000000000000000,12.500000000000000,"(45.55080576720, -122.528133368)",45.550805769999997,-122.528133400000002,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051009502.000000000000000,4159000-41051009502,4359,13.000000000000000,12.500000000000000,"(45.55080576720, -122.528133368)",45.550805769999997,-122.528133400000002,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,47,1,47,OR,Portland,4159000,41051003803.000000000000000,4159000-41051003803,3933,12.800000000000001,10.100000000000000,"(45.56630184010, -122.684729841)",45.566301840000001,-122.684729799999999,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051003803.000000000000000,4159000-41051003803,3933,12.800000000000001,10.100000000000000,"(45.56630184010, -122.684729841)",45.566301840000001,-122.684729799999999,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,48,1,48,OR,Portland,4159000,41051003801.000000000000000,4159000-41051003801,2907,12.300000000000001,9.600000000000000,"(45.58117553990, -122.683985470)",45.581175539999997,-122.683985500000006,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051003801.000000000000000,4159000-41051003801,2907,12.300000000000001,9.600000000000000,"(45.58117553990, -122.683985470)",45.581175539999997,-122.683985500000006,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,49,1,49,OR,Portland,4159000,41051001101.000000000000000,4159000-41051001101,2120,14.500000000000000,10.400000000000000,"(45.51318272300, -122.660937595)",45.513182720000003,-122.660937599999997,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051001101.000000000000000,4159000-41051001101,2120,14.500000000000000,10.400000000000000,"(45.51318272300, -122.660937595)",45.513182720000003,-122.660937599999997,11.600000000000000,9.100000000000000,1,3.500000000000000
-1,1,50,1,50,OR,Portland,4159000,41051004102.000000000000000,4159000-41051004102,4966,12.300000000000001,10.400000000000000,"(45.58698204920, -122.743875388)",45.586982050000003,-122.743875399999993,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051004102.000000000000000,4159000-41051004102,4966,12.300000000000001,10.400000000000000,"(45.58698204920, -122.743875388)",45.586982050000003,-122.743875399999993,11.600000000000000,9.100000000000000,2,4.500000000000000
-1,1,51,1,51,OR,Portland,4159000,41051001702.000000000000000,4159000-41051001702,3904,13.300000000000001,10.199999999999999,"(45.52565685480, -122.573249590)",45.525656849999997,-122.573249599999997,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051001702.000000000000000,4159000-41051001702,3904,13.300000000000001,10.199999999999999,"(45.52565685480, -122.573249590)",45.525656849999997,-122.573249599999997,11.600000000000000,9.100000000000000,3,5.500000000000000
-1,1,52,1,52,OR,Portland,4159000,41051008902.000000000000000,4159000-41051008902,3984,13.800000000000001,11.699999999999999,"(45.46802521690, -122.561493734)",45.468025220000001,-122.561493700000000,11.600000000000000,9.100000000000000,1.500000000000000,1.000000000000000,2.500000000000000,0.000000000000000,OR,Portland,4159000,41051008902.000000000000000,4159000-41051008902,3984,13.800000000000001,11.699999999999999,"(45.46802521690, -122.561493734)",45.468025220000001,-122.561493700000000,11.600000000000000,9.100000000000000,2,4.500000000000000
