OID,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_Trac,Population,MHLTH_Crud,PHLTH_Crud,Geolocatio,lat,long,MHLTH_Medi,PHLTH_Medi,MHLTH,PHLTH,Health,StateAbb_1,PlaceNam_1,PlaceFIP_1,TractFIP_1,Place_Tr_1,Populati_1,MHLTH_Cr_1,PHLTH_Cr_1,Geolocat_1,lat_1,long_1,MHLTH_Me_1,PHLTH_Me_1,Distance,Dist_HLTH
-1,1,22,1,22,WA,Seattle,5363000,53033007900.000000000000000,5363000-53033007900,5147,9.600000000000000,7.300000000000000,"(47.61438659500, -122.307672193)",47.614386600000003,-122.307672199999999,9.500000000000000,8.150000000000000,1.500000000000000,0.000000000000000,1.500000000000000,WA,Seattle,5363000,53033007900.000000000000000,5363000-53033007900,5147,9.600000000000000,7.300000000000000,"(47.61438659500, -122.307672193)",47.614386600000003,-122.307672199999999,9.500000000000000,8.150000000000000,3,4.500000000000000
-1,1,23,1,23,WA,Seattle,5363000,53033000401.000000000000000,5363000-53033000401,5551,11.500000000000000,11.800000000000001,"(47.72894391810, -122.352671867)",47.728943919999999,-122.352671900000004,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033000401.000000000000000,5363000-53033000401,5551,11.500000000000000,11.800000000000001,"(47.72894391810, -122.352671867)",47.728943919999999,-122.352671900000004,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,24,1,24,WA,Seattle,5363000,53033008700.000000000000000,5363000-53033008700,3843,11.900000000000000,9.699999999999999,"(47.60592366600, -122.307790972)",47.605923670000003,-122.307790999999995,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033008700.000000000000000,5363000-53033008700,3843,11.900000000000000,9.699999999999999,"(47.60592366600, -122.307790972)",47.605923670000003,-122.307790999999995,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,25,1,25,WA,Seattle,5363000,53033001400.000000000000000,5363000-53033001400,4848,10.400000000000000,9.400000000000000,"(47.70672755020, -122.366496857)",47.706727549999997,-122.366496900000001,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033001400.000000000000000,5363000-53033001400,4848,10.400000000000000,9.400000000000000,"(47.70672755020, -122.366496857)",47.706727549999997,-122.366496900000001,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,26,1,26,WA,Seattle,5363000,53033011700.000000000000000,5363000-53033011700,5538,11.000000000000000,11.199999999999999,"(47.52017228130, -122.282851377)",47.520172279999997,-122.282851399999998,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033011700.000000000000000,5363000-53033011700,5538,11.000000000000000,11.199999999999999,"(47.52017228130, -122.282851377)",47.520172279999997,-122.282851399999998,9.500000000000000,8.150000000000000,1,3.500000000000000
-1,1,27,1,27,WA,Seattle,5363000,53033010001.000000000000000,5363000-53033010001,3769,11.100000000000000,11.500000000000000,"(47.56799333100, -122.305027853)",47.567993330000000,-122.305027899999999,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033010001.000000000000000,5363000-53033010001,3769,11.100000000000000,11.500000000000000,"(47.56799333100, -122.305027853)",47.567993330000000,-122.305027899999999,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,28,1,28,WA,Seattle,5363000,53033010002.000000000000000,5363000-53033010002,4313,10.699999999999999,10.000000000000000,"(47.57657902680, -122.309572766)",47.576579029999998,-122.309572799999998,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033010002.000000000000000,5363000-53033010002,4313,10.699999999999999,10.000000000000000,"(47.57657902680, -122.309572766)",47.576579029999998,-122.309572799999998,9.500000000000000,8.150000000000000,2,4.500000000000000
-1,1,29,1,29,WA,Seattle,5363000,53033007500.000000000000000,5363000-53033007500,6282,9.600000000000000,6.500000000000000,"(47.61839027260, -122.316886042)",47.618390269999999,-122.316885999999997,9.500000000000000,8.150000000000000,1.500000000000000,0.000000000000000,1.500000000000000,WA,Seattle,5363000,53033007500.000000000000000,5363000-53033007500,6282,9.600000000000000,6.500000000000000,"(47.61839027260, -122.316886042)",47.618390269999999,-122.316885999999997,9.500000000000000,8.150000000000000,3,4.500000000000000
-1,1,30,1,30,WA,Seattle,5363000,53033001000.000000000000000,5363000-53033001000,1941,10.300000000000001,9.600000000000000,"(47.70640681840, -122.296064790)",47.706406819999998,-122.296064799999996,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033001000.000000000000000,5363000-53033001000,1941,10.300000000000001,9.600000000000000,"(47.70640681840, -122.296064790)",47.706406819999998,-122.296064799999996,9.500000000000000,8.150000000000000,1,3.500000000000000
-1,1,31,1,31,WA,Seattle,5363000,53033009500.000000000000000,5363000-53033009500,5906,9.800000000000001,9.900000000000000,"(47.58197536270, -122.283080010)",47.581975360000001,-122.283079999999998,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033009500.000000000000000,5363000-53033009500,5906,9.800000000000001,9.900000000000000,"(47.58197536270, -122.283080010)",47.581975360000001,-122.283079999999998,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,32,1,32,WA,Seattle,5363000,53033010800.000000000000000,5363000-53033010800,4596,10.800000000000001,9.600000000000000,"(47.54801651960, -122.351573587)",47.548016519999997,-122.351573599999995,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033010800.000000000000000,5363000-53033010800,4596,10.800000000000001,9.600000000000000,"(47.54801651960, -122.351573587)",47.548016519999997,-122.351573599999995,9.500000000000000,8.150000000000000,2,4.500000000000000
-1,1,33,1,33,WA,Seattle,5363000,53033004400.000000000000000,5363000-53033004400,6260,12.100000000000000,7.500000000000000,"(47.67034111060, -122.311932388)",47.670341110000003,-122.311932400000003,9.500000000000000,8.150000000000000,1.500000000000000,0.000000000000000,1.500000000000000,WA,Seattle,5363000,53033004400.000000000000000,5363000-53033004400,6260,12.100000000000000,7.500000000000000,"(47.67034111060, -122.311932388)",47.670341110000003,-122.311932400000003,9.500000000000000,8.150000000000000,3,4.500000000000000
-1,1,34,1,34,WA,Seattle,5363000,53033001800.000000000000000,5363000-53033001800,4535,11.400000000000000,7.900000000000000,"(47.69404502200, -122.341977901)",47.694045019999997,-122.341977900000003,9.500000000000000,8.150000000000000,1.500000000000000,0.000000000000000,1.500000000000000,WA,Seattle,5363000,53033001800.000000000000000,5363000-53033001800,4535,11.400000000000000,7.900000000000000,"(47.69404502200, -122.341977901)",47.694045019999997,-122.341977900000003,9.500000000000000,8.150000000000000,2,3.500000000000000
-1,1,35,1,35,WA,Seattle,5363000,53033026001.000000000000000,5363000-53033026001,106,11.400000000000000,11.000000000000000,"(47.50349590860, -122.245492605)",47.503495909999998,-122.245492600000006,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033026001.000000000000000,5363000-53033026001,106,11.400000000000000,11.000000000000000,"(47.50349590860, -122.245492605)",47.503495909999998,-122.245492600000006,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,36,1,36,WA,Seattle,5363000,53033001900.000000000000000,5363000-53033001900,4157,9.699999999999999,8.100000000000000,"(47.69653508470, -122.326216042)",47.696535079999997,-122.326216000000002,9.500000000000000,8.150000000000000,1.500000000000000,0.000000000000000,1.500000000000000,WA,Seattle,5363000,53033001900.000000000000000,5363000-53033001900,4157,9.699999999999999,8.100000000000000,"(47.69653508470, -122.326216042)",47.696535079999997,-122.326216000000002,9.500000000000000,8.150000000000000,1,2.500000000000000
-1,1,37,1,37,WA,Seattle,5363000,53033008900.000000000000000,5363000-53033008900,4829,10.699999999999999,9.699999999999999,"(47.59639732610, -122.284599271)",47.596397330000002,-122.284599299999996,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033008900.000000000000000,5363000-53033008900,4829,10.699999999999999,9.699999999999999,"(47.59639732610, -122.284599271)",47.596397330000002,-122.284599299999996,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,38,1,38,WA,Seattle,5363000,53033000300.000000000000000,5363000-53033000300,2603,11.199999999999999,10.300000000000001,"(47.73052448510, -122.332922932)",47.730524490000001,-122.332922900000000,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033000300.000000000000000,5363000-53033000300,2603,11.199999999999999,10.300000000000001,"(47.73052448510, -122.332922932)",47.730524490000001,-122.332922900000000,9.500000000000000,8.150000000000000,2,4.500000000000000
-1,1,39,1,39,WA,Seattle,5363000,53033010401.000000000000000,5363000-53033010401,4432,11.400000000000000,12.000000000000000,"(47.55320414510, -122.295637891)",47.553204149999999,-122.295637900000003,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033010401.000000000000000,5363000-53033010401,4432,11.400000000000000,12.000000000000000,"(47.55320414510, -122.295637891)",47.553204149999999,-122.295637900000003,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,40,1,40,WA,Seattle,5363000,53033009000.000000000000000,5363000-53033009000,2925,10.500000000000000,11.000000000000000,"(47.59826418900, -122.309097655)",47.598264190000002,-122.309097699999995,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033009000.000000000000000,5363000-53033009000,2925,10.500000000000000,11.000000000000000,"(47.59826418900, -122.309097655)",47.598264190000002,-122.309097699999995,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,41,1,41,WA,Seattle,5363000,53033011200.000000000000000,5363000-53033011200,3873,14.400000000000000,14.400000000000000,"(47.52900993980, -122.326223335)",47.529009940000002,-122.326223299999995,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033011200.000000000000000,5363000-53033011200,3873,14.400000000000000,14.400000000000000,"(47.52900993980, -122.326223335)",47.529009940000002,-122.326223299999995,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,42,1,42,WA,Seattle,5363000,53033005301.000000000000000,5363000-53033005301,7085,16.800000000000001,8.400000000000000,"(47.66150509520, -122.313121537)",47.661505099999999,-122.313121499999994,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033005301.000000000000000,5363000-53033005301,7085,16.800000000000001,8.400000000000000,"(47.66150509520, -122.313121537)",47.661505099999999,-122.313121499999994,9.500000000000000,8.150000000000000,2,4.500000000000000
-1,1,43,1,43,WA,Seattle,5363000,53033005302.000000000000000,5363000-53033005302,5706,17.899999999999999,6.900000000000000,"(47.65391343470, -122.301865562)",47.653913430000003,-122.301865599999999,9.500000000000000,8.150000000000000,1.500000000000000,0.000000000000000,1.500000000000000,WA,Seattle,5363000,53033005302.000000000000000,5363000-53033005302,5706,17.899999999999999,6.900000000000000,"(47.65391343470, -122.301865562)",47.653913430000003,-122.301865599999999,9.500000000000000,8.150000000000000,2,3.500000000000000
-1,1,44,1,44,WA,Seattle,5363000,53033000700.000000000000000,5363000-53033000700,4438,10.800000000000001,9.300000000000001,"(47.71568919640, -122.301863186)",47.715689200000000,-122.301863200000000,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033000700.000000000000000,5363000-53033000700,4438,10.800000000000001,9.300000000000001,"(47.71568919640, -122.301863186)",47.715689200000000,-122.301863200000000,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,45,1,45,WA,Seattle,5363000,53033008600.000000000000000,5363000-53033008600,5055,12.699999999999999,7.100000000000000,"(47.60710165620, -122.316689264)",47.607101659999998,-122.316689299999993,9.500000000000000,8.150000000000000,1.500000000000000,0.000000000000000,1.500000000000000,WA,Seattle,5363000,53033008600.000000000000000,5363000-53033008600,5055,12.699999999999999,7.100000000000000,"(47.60710165620, -122.316689264)",47.607101659999998,-122.316689299999993,9.500000000000000,8.150000000000000,3,4.500000000000000
-1,1,46,1,46,WA,Seattle,5363000,53033010100.000000000000000,5363000-53033010100,6553,10.800000000000001,11.100000000000000,"(47.56683441460, -122.275474923)",47.566834409999998,-122.275474900000006,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033010100.000000000000000,5363000-53033010100,6553,10.800000000000001,11.100000000000000,"(47.56683441460, -122.275474923)",47.566834409999998,-122.275474900000006,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,47,1,47,WA,Seattle,5363000,53033009200.000000000000000,5363000-53033009200,2825,12.600000000000000,14.000000000000000,"(47.60052013020, -122.334321409)",47.600520130000000,-122.334321399999993,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033009200.000000000000000,5363000-53033009200,2825,12.600000000000000,14.000000000000000,"(47.60052013020, -122.334321409)",47.600520130000000,-122.334321399999993,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,48,1,48,WA,Seattle,5363000,53033010900.000000000000000,5363000-53033010900,1287,10.199999999999999,8.600000000000000,"(47.54219647850, -122.319706528)",47.542196480000001,-122.319706499999995,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033010900.000000000000000,5363000-53033010900,1287,10.199999999999999,8.600000000000000,"(47.54219647850, -122.319706528)",47.542196480000001,-122.319706499999995,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,49,1,49,WA,Seattle,5363000,53033005801.000000000000000,5363000-53033005801,4743,10.000000000000000,8.100000000000000,"(47.65520106840, -122.385597536)",47.655201069999997,-122.385597500000003,9.500000000000000,8.150000000000000,1.500000000000000,0.000000000000000,1.500000000000000,WA,Seattle,5363000,53033005801.000000000000000,5363000-53033005801,4743,10.000000000000000,8.100000000000000,"(47.65520106840, -122.385597536)",47.655201069999997,-122.385597500000003,9.500000000000000,8.150000000000000,3,4.500000000000000
-1,1,50,1,50,WA,Seattle,5363000,53033008800.000000000000000,5363000-53033008800,3503,10.500000000000000,8.900000000000000,"(47.60733010000, -122.297632377)",47.607330099999999,-122.297632399999998,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033008800.000000000000000,5363000-53033008800,3503,10.500000000000000,8.900000000000000,"(47.60733010000, -122.297632377)",47.607330099999999,-122.297632399999998,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,51,1,51,WA,Seattle,5363000,53033000200.000000000000000,5363000-53033000200,7646,9.800000000000001,9.199999999999999,"(47.72664019670, -122.309996158)",47.726640199999999,-122.309996200000000,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033000200.000000000000000,5363000-53033000200,7646,9.800000000000001,9.199999999999999,"(47.72664019670, -122.309996158)",47.726640199999999,-122.309996200000000,9.500000000000000,8.150000000000000,3,5.500000000000000
-1,1,52,1,52,WA,Seattle,5363000,53033009100.000000000000000,5363000-53033009100,2508,12.000000000000000,15.300000000000001,"(47.59842321360, -122.321754376)",47.598423210000000,-122.321754400000003,9.500000000000000,8.150000000000000,1.500000000000000,1.000000000000000,2.500000000000000,WA,Seattle,5363000,53033009100.000000000000000,5363000-53033009100,2508,12.000000000000000,15.300000000000001,"(47.59842321360, -122.321754376)",47.598423210000000,-122.321754400000003,9.500000000000000,8.150000000000000,3,5.500000000000000
